id,course,assignment,student_id,sequence_length,ast_nodes,max_depth,is_plagiarism_all,is_plagiarism_static,is_plagiarism_dynamic,plagiarism_group_size_all,plagiarism_group_size_static,plagiarism_group_size_dynamic
B2016_Z3/Z3_student1329,B2016,Z3/Z3,student1329,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student3258,B2016,Z3/Z3,student3258,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8319,B2016,Z3/Z3,student8319,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student2634,B2016,Z3/Z3,student2634,92,37,2,False,False,False,0,0,0
B2016_Z3/Z3_student6877,B2016,Z3/Z3,student6877,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8133,B2016,Z3/Z3,student8133,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student1671,B2016,Z3/Z3,student1671,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student5403,B2016,Z3/Z3,student5403,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2437,B2016,Z3/Z3,student2437,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5358,B2016,Z3/Z3,student5358,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2351,B2016,Z3/Z3,student2351,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9238,B2016,Z3/Z3,student9238,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5370,B2016,Z3/Z3,student5370,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3701,B2016,Z3/Z3,student3701,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student9589,B2016,Z3/Z3,student9589,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student6321,B2016,Z3/Z3,student6321,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student1466,B2016,Z3/Z3,student1466,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5172,B2016,Z3/Z3,student5172,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student6484,B2016,Z3/Z3,student6484,22,9,2,False,False,False,0,0,0
B2016_Z3/Z3_student2806,B2016,Z3/Z3,student2806,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2755,B2016,Z3/Z3,student2755,42,17,2,True,False,True,1,0,1
B2016_Z3/Z3_student6255,B2016,Z3/Z3,student6255,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student4495,B2016,Z3/Z3,student4495,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1738,B2016,Z3/Z3,student1738,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student9358,B2016,Z3/Z3,student9358,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5562,B2016,Z3/Z3,student5562,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8085,B2016,Z3/Z3,student8085,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student4124,B2016,Z3/Z3,student4124,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student5789,B2016,Z3/Z3,student5789,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student7834,B2016,Z3/Z3,student7834,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3313,B2016,Z3/Z3,student3313,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student9945,B2016,Z3/Z3,student9945,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student7773,B2016,Z3/Z3,student7773,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1302,B2016,Z3/Z3,student1302,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student3515,B2016,Z3/Z3,student3515,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student7001,B2016,Z3/Z3,student7001,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5170,B2016,Z3/Z3,student5170,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6874,B2016,Z3/Z3,student6874,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6109,B2016,Z3/Z3,student6109,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3071,B2016,Z3/Z3,student3071,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student3717,B2016,Z3/Z3,student3717,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5366,B2016,Z3/Z3,student5366,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8118,B2016,Z3/Z3,student8118,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student2421,B2016,Z3/Z3,student2421,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student6121,B2016,Z3/Z3,student6121,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4736,B2016,Z3/Z3,student4736,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9207,B2016,Z3/Z3,student9207,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8119,B2016,Z3/Z3,student8119,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student3925,B2016,Z3/Z3,student3925,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8864,B2016,Z3/Z3,student8864,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student4253,B2016,Z3/Z3,student4253,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1317,B2016,Z3/Z3,student1317,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student1303,B2016,Z3/Z3,student1303,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1465,B2016,Z3/Z3,student1465,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5603,B2016,Z3/Z3,student5603,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student5830,B2016,Z3/Z3,student5830,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4290,B2016,Z3/Z3,student4290,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student8521,B2016,Z3/Z3,student8521,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1263,B2016,Z3/Z3,student1263,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3306,B2016,Z3/Z3,student3306,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student4469,B2016,Z3/Z3,student4469,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2959,B2016,Z3/Z3,student2959,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2965,B2016,Z3/Z3,student2965,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student2232,B2016,Z3/Z3,student2232,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6040,B2016,Z3/Z3,student6040,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student7438,B2016,Z3/Z3,student7438,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8051,B2016,Z3/Z3,student8051,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student3841,B2016,Z3/Z3,student3841,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student9388,B2016,Z3/Z3,student9388,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8069,B2016,Z3/Z3,student8069,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4647,B2016,Z3/Z3,student4647,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3666,B2016,Z3/Z3,student3666,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8055,B2016,Z3/Z3,student8055,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2949,B2016,Z3/Z3,student2949,231,101,7,False,False,False,0,0,0
B2016_Z3/Z3_student6534,B2016,Z3/Z3,student6534,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5015,B2016,Z3/Z3,student5015,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student7616,B2016,Z3/Z3,student7616,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student4280,B2016,Z3/Z3,student4280,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5834,B2016,Z3/Z3,student5834,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student6332,B2016,Z3/Z3,student6332,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1307,B2016,Z3/Z3,student1307,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student6468,B2016,Z3/Z3,student6468,20,9,5,False,False,False,0,0,0
B2016_Z3/Z3_student1313,B2016,Z3/Z3,student1313,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student9029,B2016,Z3/Z3,student9029,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8337,B2016,Z3/Z3,student8337,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4082,B2016,Z3/Z3,student4082,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8860,B2016,Z3/Z3,student8860,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6656,B2016,Z3/Z3,student6656,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1110,B2016,Z3/Z3,student1110,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student1845,B2016,Z3/Z3,student1845,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8444,B2016,Z3/Z3,student8444,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student2155,B2016,Z3/Z3,student2155,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8524,B2016,Z3/Z3,student8524,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1266,B2016,Z3/Z3,student1266,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student7165,B2016,Z3/Z3,student7165,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8518,B2016,Z3/Z3,student8518,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student9160,B2016,Z3/Z3,student9160,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student9821,B2016,Z3/Z3,student9821,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student8295,B2016,Z3/Z3,student8295,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student7830,B2016,Z3/Z3,student7830,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3673,B2016,Z3/Z3,student3673,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9438,B2016,Z3/Z3,student9438,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4108,B2016,Z3/Z3,student4108,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student7429,B2016,Z3/Z3,student7429,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6723,B2016,Z3/Z3,student6723,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2586,B2016,Z3/Z3,student2586,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student3856,B2016,Z3/Z3,student3856,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student4863,B2016,Z3/Z3,student4863,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student2553,B2016,Z3/Z3,student2553,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6053,B2016,Z3/Z3,student6053,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4888,B2016,Z3/Z3,student4888,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2221,B2016,Z3/Z3,student2221,20,9,5,False,False,False,0,0,0
B2016_Z3/Z3_student2547,B2016,Z3/Z3,student2547,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8724,B2016,Z3/Z3,student8724,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1066,B2016,Z3/Z3,student1066,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student3671,B2016,Z3/Z3,student3671,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5957,B2016,Z3/Z3,student5957,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student9823,B2016,Z3/Z3,student9823,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student3329,B2016,Z3/Z3,student3329,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student4320,B2016,Z3/Z3,student4320,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student7173,B2016,Z3/Z3,student7173,22,9,2,False,False,False,0,0,0
B2016_Z3/Z3_student1502,B2016,Z3/Z3,student1502,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student3315,B2016,Z3/Z3,student3315,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8532,B2016,Z3/Z3,student8532,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5770,B2016,Z3/Z3,student5770,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student3301,B2016,Z3/Z3,student3301,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student7985,B2016,Z3/Z3,student7985,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4526,B2016,Z3/Z3,student4526,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2157,B2016,Z3/Z3,student2157,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1476,B2016,Z3/Z3,student1476,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5162,B2016,Z3/Z3,student5162,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4095,B2016,Z3/Z3,student4095,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8863,B2016,Z3/Z3,student8863,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4903,B2016,Z3/Z3,student4903,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5412,B2016,Z3/Z3,student5412,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student3711,B2016,Z3/Z3,student3711,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student5413,B2016,Z3/Z3,student5413,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student4043,B2016,Z3/Z3,student4043,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4057,B2016,Z3/Z3,student4057,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2340,B2016,Z3/Z3,student2340,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1649,B2016,Z3/Z3,student1649,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student1891,B2016,Z3/Z3,student1891,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student7589,B2016,Z3/Z3,student7589,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student7774,B2016,Z3/Z3,student7774,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1477,B2016,Z3/Z3,student1477,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2142,B2016,Z3/Z3,student2142,20,9,5,False,False,False,0,0,0
B2016_Z3/Z3_student4296,B2016,Z3/Z3,student4296,20,9,5,False,False,False,0,0,0
B2016_Z3/Z3_student5771,B2016,Z3/Z3,student5771,102,41,2,False,False,False,0,0,0
B2016_Z3/Z3_student5573,B2016,Z3/Z3,student5573,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8043,B2016,Z3/Z3,student8043,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student3116,B2016,Z3/Z3,student3116,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student6720,B2016,Z3/Z3,student6720,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2234,B2016,Z3/Z3,student2234,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student6913,B2016,Z3/Z3,student6913,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2585,B2016,Z3/Z3,student2585,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6790,B2016,Z3/Z3,student6790,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student3171,B2016,Z3/Z3,student3171,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3165,B2016,Z3/Z3,student3165,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student1772,B2016,Z3/Z3,student1772,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2247,B2016,Z3/Z3,student2247,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4150,B2016,Z3/Z3,student4150,17,7,4,False,False,False,0,0,0
B2016_Z3/Z3_student2086,B2016,Z3/Z3,student2086,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1202,B2016,Z3/Z3,student1202,17,7,4,False,False,False,0,0,0
B2016_Z3/Z3_student8540,B2016,Z3/Z3,student8540,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9676,B2016,Z3/Z3,student9676,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student9931,B2016,Z3/Z3,student9931,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student6419,B2016,Z3/Z3,student6419,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student7713,B2016,Z3/Z3,student7713,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4554,B2016,Z3/Z3,student4554,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9716,B2016,Z3/Z3,student9716,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student6357,B2016,Z3/Z3,student6357,17,7,4,False,False,False,0,0,0
B2016_Z3/Z3_student3978,B2016,Z3/Z3,student3978,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4959,B2016,Z3/Z3,student4959,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student9272,B2016,Z3/Z3,student9272,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student3776,B2016,Z3/Z3,student3776,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student5475,B2016,Z3/Z3,student5475,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student4780,B2016,Z3/Z3,student4780,17,7,4,False,False,False,0,0,0
B2016_Z3/Z3_student9071,B2016,Z3/Z3,student9071,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student3206,B2016,Z3/Z3,student3206,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9924,B2016,Z3/Z3,student9924,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student6550,B2016,Z3/Z3,student6550,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2736,B2016,Z3/Z3,student2736,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1571,B2016,Z3/Z3,student1571,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student2939,B2016,Z3/Z3,student2939,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5529,B2016,Z3/Z3,student5529,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student1029,B2016,Z3/Z3,student1029,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2508,B2016,Z3/Z3,student2508,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8025,B2016,Z3/Z3,student8025,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student6008,B2016,Z3/Z3,student6008,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4192,B2016,Z3/Z3,student4192,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8964,B2016,Z3/Z3,student8964,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student8794,B2016,Z3/Z3,student8794,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student3819,B2016,Z3/Z3,student3819,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8780,B2016,Z3/Z3,student8780,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student4804,B2016,Z3/Z3,student4804,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4806,B2016,Z3/Z3,student4806,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student6787,B2016,Z3/Z3,student6787,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8755,B2016,Z3/Z3,student8755,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student1981,B2016,Z3/Z3,student1981,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9463,B2016,Z3/Z3,student9463,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8580,B2016,Z3/Z3,student8580,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student7857,B2016,Z3/Z3,student7857,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student3402,B2016,Z3/Z3,student3402,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student1375,B2016,Z3/Z3,student1375,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2126,B2016,Z3/Z3,student2126,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1639,B2016,Z3/Z3,student1639,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student6631,B2016,Z3/Z3,student6631,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4026,B2016,Z3/Z3,student4026,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student7249,B2016,Z3/Z3,student7249,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student8152,B2016,Z3/Z3,student8152,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student7507,B2016,Z3/Z3,student7507,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5304,B2016,Z3/Z3,student5304,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4973,B2016,Z3/Z3,student4973,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student8387,B2016,Z3/Z3,student8387,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student6547,B2016,Z3/Z3,student6547,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student7671,B2016,Z3/Z3,student7671,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8224,B2016,Z3/Z3,student8224,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student7665,B2016,Z3/Z3,student7665,231,101,7,False,False,False,0,0,0
B2016_Z3/Z3_student1758,B2016,Z3/Z3,student1758,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student9476,B2016,Z3/Z3,student9476,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1016,B2016,Z3/Z3,student1016,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1943,B2016,Z3/Z3,student1943,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4185,B2016,Z3/Z3,student4185,92,37,2,False,False,False,0,0,0
B2016_Z3/Z3_student8797,B2016,Z3/Z3,student8797,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student4195,B2016,Z3/Z3,student4195,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student6999,B2016,Z3/Z3,student6999,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student2080,B2016,Z3/Z3,student2080,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student7891,B2016,Z3/Z3,student7891,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student8552,B2016,Z3/Z3,student8552,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9923,B2016,Z3/Z3,student9923,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2645,B2016,Z3/Z3,student2645,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student1364,B2016,Z3/Z3,student1364,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student3567,B2016,Z3/Z3,student3567,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student6184,B2016,Z3/Z3,student6184,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student1833,B2016,Z3/Z3,student1833,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student2335,B2016,Z3/Z3,student2335,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student4036,B2016,Z3/Z3,student4036,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student3759,B2016,Z3/Z3,student3759,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2447,B2016,Z3/Z3,student2447,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8631,B2016,Z3/Z3,student8631,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student7258,B2016,Z3/Z3,student7258,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student6634,B2016,Z3/Z3,student6634,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student3572,B2016,Z3/Z3,student3572,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2888,B2016,Z3/Z3,student2888,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5881,B2016,Z3/Z3,student5881,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student5842,B2016,Z3/Z3,student5842,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student8209,B2016,Z3/Z3,student8209,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student3610,B2016,Z3/Z3,student3610,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student5261,B2016,Z3/Z3,student5261,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student1013,B2016,Z3/Z3,student1013,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2254,B2016,Z3/Z3,student2254,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9315,B2016,Z3/Z3,student9315,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student2526,B2016,Z3/Z3,student2526,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student6973,B2016,Z3/Z3,student6973,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8786,B2016,Z3/Z3,student8786,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5263,B2016,Z3/Z3,student5263,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8747,B2016,Z3/Z3,student8747,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8753,B2016,Z3/Z3,student8753,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student4425,B2016,Z3/Z3,student4425,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student9673,B2016,Z3/Z3,student9673,62,25,2,False,False,False,0,0,0
B2016_Z3/Z3_student3410,B2016,Z3/Z3,student3410,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student2068,B2016,Z3/Z3,student2068,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9129,B2016,Z3/Z3,student9129,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5713,B2016,Z3/Z3,student5713,82,33,2,False,False,False,0,0,0
B2016_Z3/Z3_student9897,B2016,Z3/Z3,student9897,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5129,B2016,Z3/Z3,student5129,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student4237,B2016,Z3/Z3,student4237,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student5897,B2016,Z3/Z3,student5897,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student8419,B2016,Z3/Z3,student8419,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student2652,B2016,Z3/Z3,student2652,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student5673,B2016,Z3/Z3,student5673,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student8357,B2016,Z3/Z3,student8357,72,29,2,False,False,False,0,0,0
B2016_Z3/Z3_student5667,B2016,Z3/Z3,student5667,12,5,2,False,False,False,0,0,0
B2016_Z3/Z3_student2478,B2016,Z3/Z3,student2478,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student9538,B2016,Z3/Z3,student9538,52,21,2,False,False,False,0,0,0
B2016_Z3/Z3_student5470,B2016,Z3/Z3,student5470,42,17,2,False,False,False,0,0,0
B2016_Z3/Z3_student1616,B2016,Z3/Z3,student1616,12,5,2,False,False,False,0,0,0
